Date,temperatureC,dewpointC,windspeedKMH,pressureMB,pressureTendencyMB,cloudCoverOKTA,lowCloudCoverOKTA,HKm,visibilityKM
2017-01-01 00:00:00,27.0,22.5,9.0,1011.8,-0.55,6.0,3.0,0.6,11.0
2017-01-01 00:15:00,27.141666666666666,22.458333333333332,9.15,1011.8,-0.5375,6.0,3.0,0.6,11.083333333333334
2017-01-01 00:30:00,27.28333333333333,22.416666666666668,9.3,1011.8,-0.525,6.0,3.0,0.6,11.166666666666666
2017-01-01 00:45:00,27.425,22.375,9.450000000000001,1011.8,-0.5125,6.0,3.0,0.6,11.25
2017-01-01 01:00:00,27.566666666666666,22.333333333333332,9.600000000000001,1011.8,-0.5,6.0,3.0,0.6,11.333333333333334
2017-01-01 01:15:00,27.708333333333332,22.291666666666668,9.75,1011.8,-0.4875,6.0,3.0,0.6,11.416666666666666
2017-01-01 01:30:00,27.85,22.25,9.9,1011.8,-0.475,6.0,3.0,0.6,11.5
2017-01-01 01:45:00,27.991666666666667,22.208333333333332,10.05,1011.8,-0.4625,6.0,3.0,0.6,11.583333333333334
2017-01-01 02:00:00,28.133333333333333,22.166666666666668,10.200000000000001,1011.8,-0.45,6.0,3.0,0.6,11.666666666666666
2017-01-01 02:15:00,28.275,22.125,10.350000000000001,1011.8,-0.4375,6.0,3.0,0.6,11.75
2017-01-01 02:30:00,28.416666666666664,22.083333333333332,10.5,1011.8,-0.42500000000000004,6.0,3.0,0.6,11.833333333333334
2017-01-01 02:45:00,28.558333333333334,22.041666666666668,10.65,1011.8,-0.41250000000000003,6.0,3.0,0.6,11.916666666666666
2017-01-01 03:00:00,28.7,22.0,10.8,1011.8,-0.4,6.0,3.0,0.6,12.0
2017-01-01 03:15:00,28.791666666666664,21.85,11.100000000000001,1011.7083333333333,-0.6,6.083333333333333,2.9166666666666665,0.6,12.0
2017-01-01 03:30:00,28.883333333333333,21.7,11.4,1011.6166666666667,-0.8,6.166666666666667,2.8333333333333335,0.6,12.0
2017-01-01 03:45:00,28.975,21.55,11.700000000000001,1011.525,-1.0,6.25,2.75,0.6,12.0
2017-01-01 04:00:00,29.066666666666666,21.4,12.0,1011.4333333333333,-1.2,6.333333333333333,2.6666666666666665,0.6,12.0
2017-01-01 04:15:00,29.15833333333333,21.25,12.3,1011.3416666666667,-1.4,6.416666666666667,2.5833333333333335,0.6,12.0
2017-01-01 04:30:00,29.25,21.1,12.600000000000001,1011.25,-1.6,6.5,2.5,0.6,12.0
2017-01-01 04:45:00,29.34166666666667,20.95,12.9,1011.1583333333333,-1.7999999999999998,6.583333333333333,2.416666666666667,0.6,12.0
2017-01-01 05:00:00,29.433333333333334,20.8,13.200000000000001,1011.0666666666667,-2.0,6.666666666666667,2.3333333333333335,0.6,12.0
2017-01-01 05:15:00,29.525,20.65,13.5,1010.975,-2.1999999999999997,6.75,2.25,0.6,12.0
2017-01-01 05:30:00,29.616666666666667,20.5,13.8,1010.8833333333333,-2.4,6.833333333333333,2.166666666666667,0.6,12.0
2017-01-01 05:45:00,29.708333333333336,20.349999999999998,14.100000000000001,1010.7916666666667,-2.5999999999999996,6.916666666666667,2.0833333333333335,0.6,12.0
2017-01-01 06:00:00,29.8,20.2,14.4,1010.7,-2.8,7.0,2.0,0.6,12.0
2017-01-01 06:15:00,29.658333333333335,20.316666666666666,14.4,1010.7333333333333,-2.533333333333333,7.0,2.1666666666666665,0.6,12.0
2017-01-01 06:30:00,29.516666666666666,20.433333333333334,14.4,1010.7666666666667,-2.2666666666666666,7.0,2.3333333333333335,0.6,12.0
